A,Assigned to,Article,Article No.,Item Group,Base Unit,Store Unit,Loss,Last Purchase Price,Sales Price,Ignore in Inventory,Article Code,Weight Factor,Barcode,Producer,Country of Origin,Article Folder/URL 1,Picture,Article Folder/URL 2,Visibility,Changed by,At
,Expenses,thermometer,5344,Kitchen Assets,Each,Each,,3.5,0,0,,1,,,,,,,0,Shkakhwa,27/09/2019
,Profit Contribution,Thyme fresh Holland  ,108017,Fresh Herbs,Kilogram,Kilogram,10.00%,2.832,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Thyme fresh Lebanese  ,108018,Fresh Herbs,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,TIDE LS I REG 2*3,4006,Chicemicals,Each,Each,,1.264,0,0,,1,,,,,,,0,Shkakhwa,31/08/2017
,Expenses,Tip Box (Recieption Area),6035,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Toast Bread,135005,Bread,Each,Each,,0.45,0,0,,1,,,,,,,0,Shkakhwa,14/12/2016
,Expenses,toaster grill ( BBQ ),5079,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Toilet Brush,1000019,Others,Each,Each,,1.3,0,0,,1,,,,,,,0,Shkakhwa,31/01/2018
,Profit Contribution,Tomato,107039,Fresh Vegetables,Kilogram,Kilogram,10.00%,0.4,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Tomato cherry  ,107038,Fresh Vegetables,Kilogram,Kilogram,,2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Tomato Ketchup 300 gm Heinz,120060,Other Condiments,Kilogram,Kilogram,,0.56,0,0,,1,,,,,,,0,Shkakhwa,02/01/2017
,Profit Contribution,Tomato Sauce For Shakshokah 2.900 KG (PA),800098,Sub Reciepes,Kilogram,Kilogram,20.00%,0.397,0,0,,1,,,,,,,0,Shkakhwa,09/07/2019
,Expenses,tong stainless steel ( Prep ),5052,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Tooth Pick Paper Wrapped,120050,Packaging,Each,Each,,0.001,0,0,,1,,,,,,,0,Shkakhwa,28/04/2016
,Profit Contribution,Topside gold long fed chilled,125018,Fresh Meat,Kilogram,Kilogram,,3.7,0,0,,1,,,,,,,0,Admin,16/03/2016
,Expenses,tourney knife (Dishwasher),5301,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Trash Bucket (Bar Area),6158,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,trash Can ( BBQ ),5081,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,TRAVEL LID RECLOSABLE 12&16OZ 1000PCS,5000017,Packaging,Each,Each,,0.01,0,0,,1,,,,,,,0,Shkakhwa,31/08/2017
,Expenses,tray (Wall Display),6110,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,tray aluminum round for oven  ( Hot ),5140,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Tray Jack (Dining Area),6088,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,tray pan Clip (tong) (Dishwasher),5237,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,tray rack open green (Dishwasher),5230,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,trolley ( Bakery ),5221,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,trolley shelf ( Hot ),5102,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,trolly ( Cold ),5327,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Profit Contribution,Trumalt 1 kgs for Brown Bread,118025,Baking Items,Kilogram,Kilogram,,1.75,0,0,,1,,,,,,,0,Sandeep,05/08/2016
,Expenses,Turkish Coffee Pot (Wall Display),6106,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Turkish coffee Pot Double,15014,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Turkish Coffee Pot Single,15015,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Profit Contribution,Turnip (Dont Use ),107016,Fresh Vegetables,Kilogram,Kilogram,10.00%,1.1,0,0,,1,,,,,,,0,Shkakhwa,29/12/2016
,Expenses,Umbrealla  (Outside Area),6007,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,un salted Butter,114004,Oils,Kilogram,Kilogram,,0.82,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Up right freezer ( prep ),5003,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,up right freezer Berjaya ( Hot ),5088,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,vacuum machine ( Cold ),5172,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Vanilla Essence,116008,Syrups,Liter,Liter,,5.952,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Vanilla Ice Cream Plain,105013,Dairy Others,Kilogram,Kilogram,,2.2,0,0,,1,,,,,,,0,Shkakhwa,14/12/2016
,Profit Contribution,Vanilla Powder ,118028,Baking Items,Kilogram,Kilogram,,21.667,0,0,,1,,,,,,,0,Shkakhwa,31/12/2016
,Profit Contribution,Varmasilli Rice Prep 4.900 kg (PA),800035,Sub Reciepes,Kilogram,Kilogram,0.00%,0.454,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Expenses,Vavin Cushions,15002,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Profit Contribution,Veal Cutlets Prep 1 kg ( Dont Use ) (PA),800069,Sub Reciepes,Kilogram,Kilogram,0.00%,5.325,0,0,,1,,,,,,,,Shkakhwa,12/12/2016
,Expenses,vegetable dryer ( Butchery ),5149,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Vegetable For Oven Tray 4.2 KG (PA),800090,Sub Reciepes,Each,Each,0.00%,0.55,0,0,,0.894,,,,,,,,Shkakhwa,02/08/2018
,Profit Contribution,Vegetable Soup Prep 4.800 ltr (PA),800030,Sub Reciepes,Liter,Liter,20.00%,0.412,0,0,,1,,,,,,,0,Shkakhwa,09/07/2019
,Expenses,Vegetables Disk Slicer For Robot Coupe ( Prep ),5340,Kitchen Assets,Each,Each,,143.754,0,0,,1,,,,,,,0,Shkakhwa,21/04/2018
,Profit Contribution,VERMICELLI 500 GM,110001,Pasta,Kilogram,Kilogram,,0.92,0,0,,1,,,,,,,0,Shkakhwa,28/12/2016
,Profit Contribution,Vicenzi Long Finger ,119012,Dry Food,Kilogram,Kilogram,,3.643,0,0,,1,,,,,,,0,Shkakhwa,24/07/2021
,Expenses,Vielda Glitzi 9 Pcs,1000014,Others,Each,Each,,2,0,0,,1,,,,,,,0,Shkakhwa,30/09/2017
,Expenses,VILEDA FLOOR WIPER,1000013,Others,Each,Each,,2.1,0,0,,1,,,,,,,0,Shkakhwa,31/08/2017
,Profit Contribution,Vimto 710 Ml,124001,Bottled Juices,Liter,Liter,,1.173,0,0,,1,,,,,,,0,Shkakhwa,31/03/2016
,Profit Contribution,vine leaves,132005,Canned Vegetables,Kilogram,Kilogram,3.00%,3.013,0,0,,1,,,,,,,0,Shkakhwa,02/09/2017
,Expenses,Vinyl Gloves Medium ,120028,Packaging,Each,Each,,0.024,0,0,,1,,,,,,,0,Sandeep,25/05/2016
,Profit Contribution,W/MEAL FLOUR ,118036,Baking Items,Kilogram,Kilogram,,0.1,0,0,,1,,,,,,,0,Vinay,22/03/2018
,Profit Contribution,WAFEER PITTED BLACK OLIVES 2KG,129001,Olives,Kilogram,Kilogram,,4.314,0,0,,1,,,,,,,0,Shkakhwa,31/05/2016
,Profit Contribution,WAFEER PITTED GREEN OLIVES 2KG,129002,Olives,Kilogram,Kilogram,,2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,wall hanging signboard (Outside Area),6011,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,wall lamp (Outside Area),6009,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Wall shelf ( Prep ),5016,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,wall shelf 120 cm ( Cold ),5320,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,wall shelf 60 cm  ( Cold ),5319,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,Wall shelfs ( BBQ ),5083,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Wall Shelfs ( butchery ),5162,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,wall sign board (Outside Area),6010,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,WALNUT NO 1 KG,117004,Nuts,Kilogram,Kilogram,,5,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Warak Areesh Prep 1 kg (PA) ( DONT USE ),800014,Sub Reciepes,Kilogram,Kilogram,0.00%,1.786,0,0,,1,,,,,,,0,Shkakhwa,02/08/2018
,Expenses,washing sink (Dishwasher),5253,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,water,116009,Syrups,Liter,Liter,,0,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Expenses,Water Clay Jar,15038,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Profit Contribution,Water Melon,106006,Fresh Fruits,Kilogram,Kilogram,,0.25,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,Wax Paper,1000002,Others,Each,Each,,2.225,0,0,,1,,,,,,,0,Shkakhwa,14/12/2016
,Expenses,Wax Pot (Wall Display),6095,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Wet Wipes,1000004,Others,Each,Each,,0.023,0,0,,1,,,,,,,0,Shkakhwa,25/12/2016
,Profit Contribution,Whip Cream 1L,103001,Cream,Liter,Liter,,2.186,0,0,,1,,,,,,,0,Shkakhwa,20/04/2016
,Expenses,whisk large (Dishwasher),5272,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,whisk medium (Dishwasher),5271,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,whisk small (Dishwasher),5270,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,White Basmati Rice Prep 2.3 KG (PA),800076,Sub Reciepes,Kilogram,Kilogram,0.00%,0.945,0,0,,1,,,,,,,,Shkakhwa,01/02/2017
,Profit Contribution,White Beans,111012,Grain,Kilogram,Kilogram,,1.133,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,White Borgoul Big kg,111003,Grain,Kilogram,Kilogram,,0.6,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,White Borgoul fine kg,111004,Grain,Kilogram,Kilogram,,0.524,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,WHITE CRYSTAL SUGAR #1 (renuka) ,115001,Sugar,Kilogram,Kilogram,,0.19,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,white knife ( Bakery ),5223,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Profit Contribution,White Onion,107029,Fresh Vegetables,Kilogram,Kilogram,20.00%,0.45,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,WHITE PAMKING ( Dont Use ),107066,Fresh Vegetables,Kilogram,Kilogram,,0.5,0,0,,1,,,,,,,0,Shkakhwa,29/12/2016
,Expenses,WHITE PLAIN PAPER HD CUP 12OZ 1000PCS,5000018,Packaging,Each,Each,,0.013,0,0,,1,,,,,,,0,Shkakhwa,31/08/2017
,Profit Contribution,White Pumpkin,107071,Fresh Vegetables,Kilogram,Kilogram,,0.5,0,0,,1,,,,,,,0,Shkakhwa,12/12/2016
,Profit Contribution,White Radish,107085,Fresh Vegetables,Kilogram,Kilogram,,0.165,0,0,,1,,,,,,,0,Shkakhwa,31/07/2020
,Expenses,white scale 7 kg ( Cold ),5321,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Profit Contribution,White Sugar Sachet,115002,Sugar,Each,Each,,0.009,0,0,,1,,,,,,,0,Shkakhwa,01/05/2016
,Expenses,White Tissue Box Cube,1000012,Others,Each,Each,,0.197,0,0,,1,,,,,,,0,Shkakhwa,31/07/2017
,Profit Contribution,White Tissue Box Cube ( Dont Use ),118020,Baking Items,Each,Each,,0.25,0,0,,1,,,,,,,0,Shkakhwa,31/07/2017
,Expenses,white tray for dough ( Bakery ),5213,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Profit Contribution,WHITE VINEGAR 1GL HERMAN BRAND ,121001,Vineger,Liter,Liter,,0.189,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Whole chicken fresh,126001,Fresh Chicken,Kilogram,Kilogram,25.00%,1.1,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Whole Turkey 12-16,126031,Fresh Chicken,Kilogram,Kilogram,,2.31,0,0,,1,,,,,,,0,Shkakhwa,05/12/2019
,Expenses,Wifi Adopter (Recieption Area),6041,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Wifi Booster (Recieption Area),6042,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Wings fresh,126003,Fresh Chicken,Kilogram,Kilogram,20.00%,1.033,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,Wodden Ice Cream Spoon 1X50 pcs,5000012,Packaging,Each,Each,,0.05,0,0,,1,,,,,,,0,Shkakhwa,03/06/2017
,Expenses,wood bread tray ( Bakery ),5217,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,wood cutting board ( Bakery ),5212,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,wood mixing spoon (Dishwasher),5290,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,wood roll ( Bakery ),5225,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,wood spatula (Dishwasher),5291,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,Wooden Box for plants (Outside Area),6012,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Wooden Bread Tong,15040,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,Wooden Fork 1X100 pcs,5000013,Packaging,Each,Each,,0.025,0,0,,1,,,,,,,0,Shkakhwa,03/06/2017
,Expenses,Wooden Hummer ( Butchery ),5161,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Wooden Item ( Mamoul Mold ),15003,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Wooden Soatula,15013,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Wooden Stirrer 14CM,5000031,Packaging,Each,Each,,0.002,0,0,,1,,,,,,,0,Shkakhwa,09/08/2020
,Expenses,Xtreme bar blender (Bar Area),6121,Dining Assets,Each,Each,,297.548,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Xtreme bar blender jar (Bar Area),6122,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Yalangi Areesh Prep 1 kg (PA),800083,Sub Reciepes,Kilogram,Kilogram,0.00%,2.087,0,0,,1,,,,,,,,Shkakhwa,12/02/2018
,Profit Contribution,Yalangi Areesh Prep 394 pcs (PA),800094,Sub Reciepes,Each,Each,0.00%,0.077,0,0,,0.004,,,,,,,,Shkakhwa,10/09/2018
,Profit Contribution,Yello Borgol DONT USE,111005,Grain,Kilogram,Kilogram,,0.367,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Yellow Apple ,106012,Fresh Fruits,Kilogram,Kilogram,,0.7,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,yellow Capsicum,107032,Fresh Vegetables,Kilogram,Kilogram,15.00%,1.2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,yellow lemon ( DOnt Use ),107046,Fresh Vegetables,Kilogram,Kilogram,,0.65,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,YELLOW PAMKING ( Dont Use ),107065,Fresh Vegetables,Kilogram,Kilogram,,0.6,0,0,,1,,,,,,,0,Shkakhwa,29/12/2016
,Profit Contribution,Yellow Pumpkin,107040,Fresh Vegetables,Kilogram,Kilogram,35.00%,0.45,0,0,,1,,,,,,,0,Shkakhwa,12/12/2016
,Expenses,zanoli (chicken roasted) ( BBQ ),5064,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Zenet Twin Tub Washer,1071,Small Ware,Each,Each,,27,0,0,,1,,,,,,,0,Shkakhwa,11/01/2017
