A,Assigned to,Article,Article No.,Item Group,Base Unit,Store Unit,Loss,Last Purchase Price,Sales Price,Ignore in Inventory,Article Code,Weight Factor,Barcode,Producer,Country of Origin,Article Folder/URL 1,Picture,Article Folder/URL 2,Visibility,Changed by,At
,Expenses,Light Bulb (Recieption Area),6065,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Lime,107024,Fresh Vegetables,Kilogram,Kilogram,15.00%,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,linnyu ladle sauce (Dishwasher),5282,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Lip.ENG:B/FAST STRONG PYMD 25S,142001,Coffee & Tea,Each,Each,,0.043,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,LIPTON CAMMOMILE 30S PYRAMID,142002,Coffee & Tea,Each,Each,,0.05,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,LIPTON EARL GREY 25S PYRAMID,142004,Coffee & Tea,Each,Each,,0.057,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,LIPTON ENV CAMOMILE HONEY 30S,142003,Coffee & Tea,Each,Each,,0.065,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,LIPTON ENVP FOREST FRUITS 25S,142005,Coffee & Tea,Each,Each,,0.077,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,Lipton Lemon Tea Bag 25s,142010,Coffee & Tea,Each,Each,,0.057,0,0,,1,,,,,,,0,Shkakhwa,27/03/2016
,Profit Contribution,LIPTON MINT T/BAG 30S PYRAMID,142008,Coffee & Tea,Each,Each,,0.053,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,LIPTON PURE BLACK CEYLON 25S,142006,Coffee & Tea,Each,Each,,0.057,0,0,,1,,,,,,,0,Shkakhwa,22/03/2016
,Profit Contribution,LIPTON PURE GT TEA BAGS 20S,142007,Coffee & Tea,Each,Each,,0.022,0,0,,1,,,,,,,0,Sandeep,01/10/2016
,Profit Contribution,Lipton Rosehip T/BAG 25s,142009,Coffee & Tea,Each,Each,,0.057,0,0,,1,,,,,,,0,Shkakhwa,27/03/2016
,Expenses,Lipton Tea Display Box (Bar Area),6131,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Lipton Yellow YLTP,142017,Coffee & Tea,Each,Each,,0.015,0,0,,1,,,,,,,0,Shkakhwa,23/07/2016
,Profit Contribution,loacker loackini,104002,Youghurt,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,24/07/2021
,Expenses,Log book (Recieption Area),6063,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Lollo Rosa (holen) lettuce,107025,Fresh Vegetables,Kilogram,Kilogram,10.00%,3.5,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,long Chilli Fresh ,107011,Fresh Vegetables,Kilogram,Kilogram,10.00%,0.57,0,0,,1,,,,,,,0,Shkakhwa,28/08/2020
,Expenses,Long Handle Dust Pan,1000025,Others,Each,Each,,7.5,0,0,,1,,,,,,,0,Shkakhwa,26/02/2020
,Profit Contribution,long Lettuce,107026,Fresh Vegetables,Kilogram,Kilogram,30.00%,0.65,0,0,,1,,,,,,,0,Shkakhwa,14/06/2017
,Expenses,long table stainless steel ( Cold ),5169,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Lotus Butter,118032,Baking Items,Kilogram,Kilogram,,6.238,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,Lotus Caramalised Biscuit 1 KG,118031,Baking Items,Kilogram,Kilogram,,3.767,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Expenses,Low Chair,15001,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Low Pressure Regulator (Recieption Area),6055,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,MAEKRUA OYSTER SAUCE 600 ML,116013,Syrups,Liter,"Bottle 0,1l",,1.583,0,0,,1,,,,,,,0,Shkakhwa,06/09/2017
,Profit Contribution,Mafrokeh Pistachio Dough 0.385 kg (PA),800048,Sub Reciepes,Kilogram,Kilogram,0.00%,4.164,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Maftool,111013,Grain,Kilogram,Kilogram,,2,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,magnet for knife ( BBQ ),5084,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Mango ,106016,Fresh Fruits,Kilogram,Kilogram,,1.1,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Mango Frozen,141001,Frozen Fruits,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Mansaf Rice Prep 11.2 kg (PA),800036,Sub Reciepes,Kilogram,Kilogram,0.00%,0.453,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Mansaf Yoghurt Sauce Prep 5.500 ltr (PA),800037,Sub Reciepes,Liter,Liter,0.00%,1.516,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,mara arborio rice,109004,Rice,Kilogram,Kilogram,,2.181,0,0,,1,,,,,,,0,Shkakhwa,24/07/2021
,Profit Contribution,Mara Sundried Tomato in oil 2.9KG,132003,Canned Vegetables,Kilogram,Kilogram,45.00%,3.812,0,0,,1,,,,,,,0,Shkakhwa,03/09/2017
,Profit Contribution,Marai Fresh Milk,102008,Milk,Liter,Liter,,0.368,0,0,,1,,,,,,,0,Shkakhwa,28/08/2020
,Profit Contribution,Marai Yoghurt ,105030,Dairy Others,Kilogram,Kilogram,,0.75,0,0,,1,,,,,,,0,Shkakhwa,28/08/2020
,Profit Contribution,Marie Buescuit,118034,Baking Items,Kilogram,Kilogram,,1.762,0,0,,1,,,,,,,0,Shkakhwa,20/04/2017
,Expenses,Marki Dishwash 30 LT,1000003,Others,Liter,Liter,,0.183,0,0,,1,,,,,,,0,Shkakhwa,24/12/2016
,Profit Contribution,Marshmallow,120071,Other Condiments,Kilogram,Kilogram,,2.698,0,0,,1,,,,,,,0,Shkakhwa,09/09/2021
,Profit Contribution,Masafi Mineral Water 330 Ml,144002,Bottled Water,Each,Each,,0.075,0,0,,1,,,,,,,0,Shkakhwa,25/03/2016
,Profit Contribution,masafi minral water 1.5 L,144003,Bottled Water,Each,Each,,0.15,0,0,,1,,,,,,,0,Admin,14/04/2016
,Profit Contribution,MASHMOLA CHEESE,101010,Cheese,Kilogram,Kilogram,,3.182,0,0,,1,,,,,,,0,Sandeep,03/08/2016
,Profit Contribution,Mastekah,113015,Herbs,Kilogram,Kilogram,,100,0,0,,1,,,,,,,0,Shkakhwa,26/05/2016
,Expenses,Maxi Roll Holder White,1079,Small Ware,Each,Each,,18,0,0,,1,,,,,,,0,Shkakhwa,30/11/2017
,Expenses,Maxiroll Auto Cut,120036,Packaging,Each,Each,,0.792,0,0,,1,,,,,,,0,Sandeep,25/05/2016
,Expenses,Mbm dishwasher (Bar Area),6126,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,mcvities biscuits,119013,Dry Food,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Shkakhwa,24/07/2021
,Expenses,measuring 1/4  tea spoon ( Hot ),5315,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,measuring half tea 1/2 spoon ( Hot ),5314,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,measuring table spoon 1 ( Hot ),5312,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Expenses,measuring tea spoon 1 ( Hot ),5313,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,23/12/2017
,Profit Contribution,Meat intestine (Sausage),125032,Fresh Meat,Each,Each,,0.95,0,0,,1,,,,,,,0,Shkakhwa,16/11/2019
,Profit Contribution,Meat Safeha Prep 1.90 kg (meat only ) (PA),800020,Sub Reciepes,Kilogram,Kilogram,0.00%,2.593,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Meat Sambosa 1 Pcs (PA),800099,Sub Reciepes,Each,Each,0.00%,0.138,0,0,,1.027,,,,,,,,Vinay,08/07/2019
,Expenses,meat saw ( Butchery ),5145,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Meat Waste,125014,Fresh Meat,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,29/02/2016
,Expenses,medium bowl ( Cold ),5205,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Medium Cooper Bowl,15044,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,medium table stainless steel ( Cold ),5170,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Menu (Recieption Area),6033,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Menu Display Touch Screen (Recieption Area),6037,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Merch Areesh Orange Oolong 250 GM,150013,Merchandise,Each,Each,,8.622,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Areesh Rose Green Tea 200 GM ,150010,Merchandise,Each,Each,,5.614,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Areesh Spiced Chai 500 GM,150011,Merchandise,Each,Each,,17.245,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Areesh Tranquili Tea 250 GM,150012,Merchandise,Each,Each,,8.622,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Coffee Cup With Color Only 1 pc,150006,Merchandise,Each,Each,,0.668,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Coffee Cup With Platinum Color set of 6 pcs,150005,Merchandise,Each,Each,,9.09,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Platinum Isteakana 701329 set 6 pcs,150001,Merchandise,Each,Each,,13.529,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Platinum Mug Set of 3 pcs,150002,Merchandise,Each,Each,,9.772,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Sugar Caddie,150004,Merchandise,Each,Each,,4.411,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Teabox 1 pc,150007,Merchandise,Each,Each,,16.336,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Teapot 1 pc,150003,Merchandise,Each,Each,,16.657,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch Tray 1 pcs,150008,Merchandise,Each,Each,,13.128,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Merch White Berry Delight Tea 250 GM ,150009,Merchandise,Each,Each,,7.018,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Expenses,Micro Cash POS (Recieption Area),6019,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Micro Tab (Recieption Area),6026,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,Micros Printer ( Bakery ),5208,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Micros Printer ( Cold ),5184,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Micros Printer ( Prep ),5012,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Expenses,Micros Tablet Charger (Recieption Area),6056,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,microwave menumaster ( Hot ),5098,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,microwave Panasonic ( Hot ),5097,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,Mihyawa,112045,Spices,Liter,Liter,,2.786,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,milk fish,140009,Frozen Fish,Kilogram,Kilogram,,0.45,0,0,,1,,,,,,,0,Shkakhwa,26/06/2016
,Profit Contribution,MILK POWDER 25KG ( Dont Use ),102001,Milk,Liter,Liter,,1.7,0,0,,1,,,,,,,0,Shkakhwa,05/01/2017
,Profit Contribution,Millac Gold Cream,103003,Cream,Liter,Liter,,1.25,0,0,,1,,,,,,,0,Shkakhwa,31/01/2020
,Expenses,minced machine ( Prep ),5015,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,11/12/2017
,Profit Contribution,Mini Kebbeh Burgul 1 Pcs (PA),800117,Sub Reciepes,Each,Each,0.00%,0.048,0,0,,0.026,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Mini Kebbeh Cheese 1 Pcs (PA),800118,Sub Reciepes,Each,Each,0.00%,0.033,0,0,,0.026,,,,,,,,Shkakhwa,16/04/2020
,Profit Contribution,Mint Leaves,107077,Fresh Vegetables,Kilogram,Kilogram,20.00%,2.5,0,0,,1,,,,,,,0,Shkakhwa,10/09/2017
,Profit Contribution,Mira Black Olive Slice 1.4 KG,129004,Olives,Kilogram,Kilogram,,1.808,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,Mira Green Olive Slice 1.4 KG,129003,Olives,Kilogram,Kilogram,,2,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Expenses,mixing bowl stainless 21mm ( Hot ),5136,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,mixing bowl stainless 24mm ( Hot ),5135,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,mixing bowl stainless 27mm ( Hot ),5137,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,mixing bowl stainless 32mm ( Hot ),5139,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,mixing bowl stainless 39mm ( Hot ),5138,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Mob Box ( Bakery ),5228,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Mob Sink,15036,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Profit Contribution,Mohalabia Prep 1.400 kg (PA),800092,Sub Reciepes,Portion,Portion,0.00%,0.141,0,0,,1,,,,,,,,Shkakhwa,27/08/2018
,Profit Contribution,Mohalabia Prep 1.450 kg (PA) Dont Use,800050,Sub Reciepes,Kilogram,Kilogram,0.00%,0.675,0,0,,1,,,,,,,0,Shkakhwa,27/08/2018
,Profit Contribution,Mongo Seed,111017,Grain,Kilogram,Kilogram,,0.633,0,0,,1,,,,,,,0,Shkakhwa,28/12/2016
,Expenses,Mouse (Recieption Area),6028,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Mozarella Block,101004,Cheese,Kilogram,Kilogram,,1.957,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,Muffin Tray ( Cold ),5188,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Mug Set of 3 (Wall Display),6107,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Profit Contribution,Muhammara Nuts Prep 1.500 kg (PA),800006,Sub Reciepes,Kilogram,Kilogram,0.00%,1.85,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Mushataha Filling 0.250 KG (PA),800095,Sub Reciepes,Kilogram,Kilogram,0.00%,2.972,0,0,,1,,,,,,,,Shkakhwa,21/09/2018
,Profit Contribution,mushrom 500 gm (dont use ),107044,Fresh Vegetables,Kilogram,Kilogram,,0.35,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Mushroom fresh ,107027,Fresh Vegetables,Kilogram,Kilogram,10.00%,2.4,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Mushroom Sauce For Veal Cutlet 1.400 LTR (PA),800105,Sub Reciepes,Liter,Liter,0.00%,1.517,0,0,,1,,,,,,,,Shkakhwa,04/09/2019
,Profit Contribution,MUSHROOM WHOLE 400GM G/FOODBRAND,132004,Canned Vegetables,Kilogram,Kilogram,,0,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Mussels-Half Shell,140004,Frozen Fish,Kilogram,Kilogram,25.00%,0,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Mustered Sauce For  Shrimp Salad 250 ML (PA),800108,Sub Reciepes,Liter,Liter,0.00%,0.437,0,0,,1,,,,,,,,Shkakhwa,11/10/2019
,Profit Contribution,Mutabbal Areesh Prep 1.800 KG (PA),800007,Sub Reciepes,Kilogram,Kilogram,0.00%,1.294,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,Mutabbal Prep 1.500 kg (PA),800008,Sub Reciepes,Kilogram,Kilogram,0.00%,1.069,0,0,,1,,,,,,,,Shkakhwa,30/04/2016
,Profit Contribution,MY DRY FIGS 5x2 KG,119001,Dry Food,Kilogram,Kilogram,5.00%,0,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,MY HOT CHILLI PASTE 1900 GM,130002,Paste,Kilogram,Kilogram,10.00%,1.212,0,0,,1,,,,,,,0,Shkakhwa,02/03/2018
,Profit Contribution,MY SEMOLINA 750 G NO 0,111001,Grain,Kilogram,Kilogram,,0.333,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Naganag Bowl,1055,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Profit Contribution,Najjar Coffee Clasic 200 GM,142012,Coffee & Tea,Kilogram,Kilogram,,7.975,0,0,,1,,,,,,,0,Shkakhwa,20/04/2016
,Expenses,Napkin Bulk Pack 250 Pcs for toilet,5000001,Packaging,Each,Each,,0.001,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Natural Red Lintle Split 1 KG,111008,Grain,Kilogram,Kilogram,,0.444,0,0,,1,,,,,,,0,Admin,20/02/2016
,Profit Contribution,Nescafe Arabiana Sachet,142019,Coffee & Tea,Each,Each,,0.344,0,0,,1,,,,,,,0,Shkakhwa,22/02/2017
,Profit Contribution,Nescafe My Cup 3in1 20 GM,142021,Coffee & Tea,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,13/07/2018
,Expenses,Nescafe R/MUG ,1000011,Others,Kilogram,Kilogram,,11.19,0,0,,1,,,,,,,0,Shkakhwa,22/07/2017
,Profit Contribution,Nescafe Red Mug Sachet 1.8 GM,142022,Coffee & Tea,Each,Each,,0.066,0,0,,1,,,,,,,0,Vinay,13/07/2018
,Expenses,New Desert Fork,6175,Dining Assets,Each,Each,,0.46,0,0,,1,,,,,,,0,Shkakhwa,31/05/2021
,Expenses,New Desert Spoon,6176,Dining Assets,Each,Each,,0.113,0,0,,1,,,,,,,0,Shkakhwa,31/05/2021
,Expenses,New Dining Fork,6178,Dining Assets,Each,Each,,0.113,0,0,,1,,,,,,,0,Shkakhwa,31/05/2021
,Expenses,New Dining Knife,6179,Dining Assets,Each,Each,,0.113,0,0,,1,,,,,,,0,Shkakhwa,31/05/2021
,Expenses,New Dining Spoon,6177,Dining Assets,Each,Each,,0.113,0,0,,1,,,,,,,0,Shkakhwa,31/05/2021
,Profit Contribution,New Sauce Butter Chicken 2.2 KG (PA),800102,Sub Reciepes,Liter,Liter,0.00%,1.348,0,0,,1,,,,,,,,Shkakhwa,01/08/2019
,Profit Contribution,New Veal Cutlet Prep 1 Portion (PA),800101,Sub Reciepes,Portion,Portion,0.00%,0.531,0,0,,1,,,,,,,,Shkakhwa,01/08/2019
,Profit Contribution,Nezo salt,120014,Other Condiments,Kilogram,Kilogram,,0.25,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Noodle Bowl 5 Pcs,5000032,Packaging,Each,Each,,0.095,0,0,,1,,,,,,,0,Shkakhwa,28/08/2020
,Profit Contribution,Noodles,119007,Dry Food,Kilogram,Kilogram,,1.211,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,Nutella Chocolate,122003,Chocolates,Kilogram,Kilogram,,3.67,0,0,,1,,,,,,,0,Admin,19/02/2016
,Expenses,nuts container drawer ( Cold ),5326,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,24/12/2017
,Expenses,Nutty Maker,15005,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Oil Filter ( Hot ),5103,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Profit Contribution,OKRA,107067,Fresh Vegetables,Kilogram,Kilogram,,1.4,0,0,,1,,,,,,,0,Sandeep,10/07/2016
,Expenses,Old Dessert Fork,1061,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Serving Forks,1057,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Serving Knifs,1058,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Serving Spoons,1056,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Small Forks,1060,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Small Knifs,1063,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Small Spoons,1059,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,Old Tea Spoons,1062,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Profit Contribution,Olive Oil,114002,Oils,Liter,Liter,,1.8,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,Olive Oil Bottle,1064,Small Ware,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,01/01/2017
,Expenses,ome piece spoon 38cm (Dishwasher),5286,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,ome plece meat fork 3 prongs (Dishwasher),5292,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,ome plece per forafed spatula 8x9.5 (Dishwasher),5289,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Expenses,ome plece skimmer 9cm-26L (Dishwasher),5288,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Orange Blossom ,116006,Syrups,Liter,Liter,,2.083,0,0,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Orange Egypt ( Dont Use ),106014,Fresh Fruits,Kilogram,Kilogram,,0.4,0,1,,1,,,,,,,0,Shkakhwa,26/12/2016
,Profit Contribution,Orange For Juice,106019,Fresh Fruits,Kilogram,Kilogram,,0.45,0,0,,1,,,,,,,0,Admin,20/02/2016
,Expenses,order holder ( BBQ ),5085,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Oval  Wooden Bowl,15007,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,30/12/2017
,Expenses,Oval Tay (Dining Area),6089,Dining Assets,Each,Each,,0,0,0,,1,,,,,,,0,Vinay,20/12/2017
,Expenses,oven container aluminum,15031,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Expenses,oven container aluminum ( BBQ ),5086,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,13/12/2017
,Expenses,Oven Mob ( Bakery ),5227,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,14/12/2017
,Expenses,Oven Tray Wooden Base,15025,Store Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,31/12/2017
,Profit Contribution,P/Zara Macaroni Coloured,110005,Pasta,Kilogram,Kilogram,,1.04,0,0,,1,,,,,,,0,Shkakhwa,04/09/2019
,Profit Contribution,Padano Parmesan Cheese,101022,Cheese,Kilogram,Kilogram,,8.5,0,0,,1,,,,,,,0,Shkakhwa,27/07/2020
,Expenses,paderno soup spoon 11983-38 (Dishwasher),5281,Kitchen Assets,Each,Each,,0,0,0,,1,,,,,,,0,Shkakhwa,15/12/2017
,Profit Contribution,Pakmaya Yeast 20x500 Gm,118002,Baking Items,Kilogram,Kilogram,,1.881,0,0,,1,,,,,,,0,Admin,19/02/2016
,Profit Contribution,Panco Bread Crumbs,135006,Bread,Kilogram,Kilogram,,1.81,0,0,,1,,,,,,,0,Shkakhwa,19/03/2017
,Expenses,PAper Bag White ( 41*33*1 ) Handle,120058,Packaging,Each,Each,,0.104,0,0,,1,,,,,,,0,Shkakhwa,31/05/2016
,Expenses,Paper Bag White NO#10 SMALL,120048,Packaging,Kilogram,Kilogram,,1.969,0,0,,1,,,,,,,0,Shkakhwa,13/03/2017
,Expenses,Paper Bag White NO#20,120030,Packaging,Kilogram,Kilogram,,1.04,0,0,,1,,,,,,,0,Shkakhwa,13/03/2017
,Expenses,Paper Box Plain Boat 1X500 pcs,5000011,Packaging,Each,Each,,0.103,0,0,,1,,,,,,,0,Shkakhwa,03/06/2017
,Expenses,Paper Foil Wrap - Silver,5000025,Packaging,Each,Each,,0.029,0,0,,1,,,,,,,0,Vinay,28/05/2018
,Expenses,Paper Hot Cup 9 OZ ,5000028,Packaging,Each,Each,,0.009,0,0,,1,,,,,,,0,Vinay,13/07/2018
,Expenses,paper napkin 33*33 2ply,5000002,Packaging,Each,Each,,0.004,0,0,,1,,,,,,,0,Sandeep,10/07/2016
,Expenses,Paper Napkin 40*40 PLY,120037,Packaging,Each,Each,,0.004,0,0,,1,,,,,,,0,Sandeep,25/05/2016
,Expenses,"Paper Plate 9""RD",120029,Packaging,Each,Each,,0.009,0,0,,1,,,,,,,0,Shkakhwa,28/04/2016
,Profit Contribution,Paper Soup Bowl Cup,120054,Other Condiments,Each,Each,,0.1,0,0,,1,,,,,,,0,Sandeep,01/08/2016
,Profit Contribution,Paprika Powder Grade A ( Sweet ),112043,Spices,Kilogram,Kilogram,,3.81,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
,Profit Contribution,Parmesan Cheese ,101018,Cheese,Kilogram,Kilogram,,10,0,0,,1,,,,,,,0,Shkakhwa,16/03/2017
