article_type,name,over_group_id,major_group_id,item_group_id,base_unit,store_unit,purchase_price
Profit Contribution,Areesh Mohalabyah Prep 5 Portions (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.259
Expenses,Areesh paper roll ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Areesh paper roll holder ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Areesh Rice Prep 5 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.783
Expenses,Areesh Tea Jar,Assets,Store Asstets,Store Assets,Each,Each,0
Profit Contribution,Asparagus,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,3.8
Profit Contribution,Australian Beef Sausage,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,3.956
Expenses,Auto Dishwasher - 5LTR,General,POS Miscellaneous,Chicemicals,Liter,Liter,0.159
Profit Contribution,Avacado Dont Use,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,3.1
Profit Contribution,Avocado (USA )  ,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,2.8
Profit Contribution,B.T Shrimps Hoso 13/15,Food,Frozen,Frozen Fish,Kilogram,Kilogram,0
Profit Contribution,B.T Shrimps P&D Tail-On 16/20,Food,Frozen,Frozen Fish,Kilogram,Kilogram,0
Profit Contribution,B/B RL Tea Bag 100s,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.011
Profit Contribution,Baba Ganouge Prep 1.766 kg (PA)-Not in use,Food,Sub Recepies,Sub Reciepes,Each,Each,1.594
Profit Contribution,Baba Ganouge Prep 1.860 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.045
Expenses,Baby Chair (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Baby Hamour Bahraini,Food,Fresh Food,Fresh Fish,Kilogram,Kilogram,6.5
Profit Contribution,baby marrow ( Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.5
Profit Contribution,Baby Potato,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.4
Profit Contribution,Baby Tomato ( Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.5
Profit Contribution,BAHCIVAN KASHKAVAL CHEESE ECONOMIC 1 KG,Food,Dairy,Cheese,Kilogram,Kilogram,2.833
Expenses,Bahrain flags (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Bahraini Masala,Food,Condiments,Spices,Kilogram,Kilogram,2.9
Profit Contribution,Bait Al Dana Rice 40KG ( basmati rice ),Food,Pasta & Grain,Rice,Kilogram,Kilogram,0.5
Profit Contribution,Baitinjan Mushataha Prep 1 kg (PA) DONT USE,Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.35
Profit Contribution,Baitinjan Mushataha Prep 2 Portions (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.401
Profit Contribution,BAKE WELL CRUMBS 750G Dont Use,Food,Condiments,Other Condiments,Kilogram,Kilogram,1.5
Profit Contribution,Baked Eggplant 1 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.188
Profit Contribution,Balsamic Vineger,Food,Condiments,Vineger,Liter,Liter,2.505
Profit Contribution,Banana,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,0.357
Profit Contribution,Banana Leave,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,3
Expenses,Bar garnish holder (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Bar Printer (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Baraziq Dough Prep 2.100 KG (200 pcs) (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.599
Profit Contribution,barber  ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.6
Profit Contribution,Barber ( Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.8
Profit Contribution,BARBERRY ( Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.8
Profit Contribution,Barra Black lime,Food,Condiments,Spices,Kilogram,Kilogram,1.9
Profit Contribution,Barra Black lime powder 1000 gm,Food,Condiments,Spices,Kilogram,Kilogram,2.75
Profit Contribution,Basbosa Prep 1.500 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.927
Profit Contribution,basil leaves,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.25
Expenses,basket blue ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,basket green ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,basket red ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,basket yellow ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Baskin Robnsn Whipped 425 GM,Food,Dairy,Cream,Liter,Liter,5.356
Profit Contribution,Batata Harra Prep 1 kg (PA) ( DONT USE),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.834
Expenses,bayrics clear 19 cm,Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,bayrics clear 22 cm,Assets,Store Asstets,Store Assets,Each,Each,0
Profit Contribution,BBQ Sauce,Food,Condiments,Syrups,Liter,Liter,1.275
Profit Contribution,Bean Sprouts,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,1.521
Profit Contribution,BEEF MEAT,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,3
Profit Contribution,Beef Stock Powder,Food,Condiments,Spices,Kilogram,Kilogram,0
Profit Contribution,Beef Striploin,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,6.2
Profit Contribution,Beef Striploin Clean,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,0
Profit Contribution,Beef Tekka Areesh,Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0
Profit Contribution,BEEF TENDELOIN CHILLED ( S/AMERICA),Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,3
Profit Contribution,BEEF TENDERLOIN S.AF CHAIN OFF (CHIL),Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,8.82
Profit Contribution,Beef Topside-S/American,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,2.8
Profit Contribution,beetroot,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.37
Expenses,Bell (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Bench (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Beriani Rice Plain 4.900 Kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.391
Expenses,Bezzera coffee beans grinder (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big  Cushions (Dining Area Up),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,big burner ( prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Big Cooking Pot,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Big Cooper Bowl,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Big Electric Candle (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big Knife (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,1.5
Expenses,big knife for bone ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Big Kunafa Burner,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Big Mnasaf Tray,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Big Pot with Tap (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big Round Container,Assets,Catering Equipment,Catering,Each,Each,0
Expenses,Big Round Tray (Dining Area Up),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big Round Tray (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big Round Tray stand (Dining Area Up),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big Table 10 Seater (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big table 5 Seater (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Big Tea Spoon,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Bill Holder (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Biogene Citrus Rain 600ML,Food,Condiments,Other Condiments,Each,Each,3
Expenses,Biogene Orange Burst 600 ML,General,POS Miscellaneous,Chicemicals,Each,Each,3
Profit Contribution,Bissat Thahina 8 Kg ( Dont Use ),Food,Dairy,Dairy Others,Kilogram,Kilogram,2
Profit Contribution,Bitter Guard - Fresh,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.95
Profit Contribution,Biwas Prep 2.7 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.354
Profit Contribution,Black Lemon (Dont Use ),Food,Canned Foods,Pickles,Kilogram,Kilogram,3
Expenses,Black Pepper Sachet,General,Others,Others,Each,Each,0.005
Expenses,black roasting pan  (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,blinder ( extreme) ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Blusyl - 5Lit,General,POS Miscellaneous,Chicemicals,Each,Each,3.25
Profit Contribution,Boiled Hommus Prep 24 Kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.461
Expenses,BOPP LIDS - 1198L - 300 PCS,General,Packaging,Packaging,Each,Each,0
Expenses,BOPP LIDS 1025L LT.WT 1X1000 PCS,General,Packaging,Packaging,Each,Each,0
Expenses,BOPP LIDS 5069/5080L - 600 PCS,General,Packaging,Packaging,Each,Each,0
Expenses,bosch mixer ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,bread basket big ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Bread Baskets ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Bread Crumps ( DONT USE ),Food,Condiments,Baking Items,Kilogram,Kilogram,1.8
Expenses,bread cutter ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,bread knife (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,bread oven ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Brema ice machine (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Broccoli,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.8
Expenses,Bronz Cattle (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Bronze Bucket small (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Bronze Jug small (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Bronze Tea Tray (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,BROWN BORGOUL FINE KG,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.6
Expenses,brown chopping board ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Brown Flour 1 kg ( Dont Use ) use W/MEAL ,Food,Condiments,Baking Items,Kilogram,Kilogram,0.25
Expenses,Brown Juice Container,Assets,Catering Equipment,Catering,Each,Each,0
Expenses,brown knife ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Brown Sugar 1KG,Food,Condiments,Sugar,Kilogram,Kilogram,1.352
Profit Contribution,BULOBERRY,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,2.2
Expenses,C/B 11300318 Oval No1 Eared Dish 20x11cm,Equipments,Small Ware,Small Ware,Each,Each,7.538
Expenses,C/B 11300329 Roaster Square 25.5 cm,Equipments,Small Ware,Small Ware,Each,Each,10.793
Expenses,C/B 11300372 Nouveau 27cm,Equipments,Small Ware,Small Ware,Each,Each,5.3
Expenses,C/B 11300400 Oval Baker 15.75 cm,Equipments,Small Ware,Small Ware,Each,Each,4.214
Expenses,C/B 11300501 Plate 37.5cm,Equipments,Small Ware,Small Ware,Each,Each,10.54
Expenses,C/B 11300524 Bowl 18cm,Equipments,Small Ware,Small Ware,Each,Each,4.484
Expenses,C/B 11300525 Bowl 13cm,Equipments,Small Ware,Small Ware,Each,Each,3.077
Expenses,C/B 11300550 Rectangle one 27x16.75 cm,Equipments,Small Ware,Small Ware,Each,Each,8.37
Expenses,C/B 11300553 Square One 27 x 27 cm,Equipments,Small Ware,Small Ware,Each,Each,11.34
Expenses,C/B 11300556 Rectangle Three 33x19 cm,Equipments,Small Ware,Small Ware,Each,Each,10.29
Expenses,C/B 11300566 Coupe Plate 25.25 cm,Equipments,Small Ware,Small Ware,Each,Each,3.39
Expenses,C/B 11300575 Taste Dip 6.5 x 6.5 cm,Equipments,Small Ware,Small Ware,Each,Each,1.885
Expenses,C/B 11320400 Oval Baker 19.0 cm,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,C/G 11300556 Rectangle Three 33x19 cm,Equipments,Small Ware,Small Ware,Each,Each,10.29
Expenses,C/G 11310165 Saucer Doule Well Small 11.75 cm,Equipments,Small Ware,Small Ware,Each,Each,0.96
Expenses,C/G 11310225 Soup Stand Double Well Slimline16.5 cm,Equipments,Small Ware,Small Ware,Each,Each,1.986
Expenses,C/G 11310234 Cup Stacking 10.0 cl,Equipments,Small Ware,Small Ware,Each,Each,1.41
Expenses,C/G 11310317 Round Eared Dish 21.5 cm,Equipments,Small Ware,Small Ware,Each,Each,6.959
Expenses,C/G 11310372 Nouveau 27cm,Equipments,Small Ware,Small Ware,Each,Each,5.218
Expenses,C/G 11310379 Sugar Boullion 22.75 cl,Equipments,Small Ware,Small Ware,Each,Each,2.182
Expenses,C/G 11310494 Lid 2 Club For 0367,Equipments,Small Ware,Small Ware,Each,Each,2.44
Expenses,C/G 11310501 Plate 37.5cm,Equipments,Small Ware,Small Ware,Each,Each,10.913
Expenses,C/G 11310524 Bowl 18cm,Equipments,Small Ware,Small Ware,Each,Each,3.967
Expenses,C/G 11310525 Bowl 13cm,Equipments,Small Ware,Small Ware,Each,Each,3.074
Expenses,C/G 11310550 Rectangle one 27x16.75 cm,Equipments,Small Ware,Small Ware,Each,Each,7.667
Expenses,C/G 11310553 Square One 27 x 27 cm,Equipments,Small Ware,Small Ware,Each,Each,11.34
Expenses,C/G 11310556 Rectangle Three 33x19 cm,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,C/G 11310557 Pourer 8.5cl,Equipments,Small Ware,Small Ware,Each,Each,3.249
Expenses,C/G 11310566 Coupe Plate 25.25 cm,Equipments,Small Ware,Small Ware,Each,Each,3.516
Expenses,C/G 11310568 Coupe Plate 15.25 cm,Equipments,Small Ware,Small Ware,Each,Each,1.57
Expenses,C/G 11310575 Taste Dip 6.5 x 6.5 cm,Equipments,Small Ware,Small Ware,Each,Each,1.885
Expenses,C/G 11310592 Quench Mug 25.5 cl,Equipments,Small Ware,Small Ware,Each,Each,2.64
Expenses,C/G 11310829 Lid For Casserole B 828,Equipments,Small Ware,Small Ware,Each,Each,2.909
Expenses,C/G 11310866 Presentation Pan 25.5 cm,Equipments,Small Ware,Small Ware,Each,Each,15.31
Expenses,C/G 1131B828 Casserole Base 42.5 cl,Equipments,Small Ware,Small Ware,Each,Each,4.23
Expenses,C/G 11550553 Square One 27x27 cm,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,C/T 11330342 Roaster S/S 30.5 X 25.5 cm,Equipments,Small Ware,Small Ware,Each,Each,15.698
Expenses,C/W 11330387 Jug Club 5 OZ,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,C/W 11550165 Saucer Doule Well Small 11.75 cm,Equipments,Small Ware,Small Ware,Each,Each,0.96
Expenses,C/W 11550234 Cup Stacking 10.0 cl,Equipments,Small Ware,Small Ware,Each,Each,1.41
Expenses,C/W 11550372 Nouveau 27cm,Equipments,Small Ware,Small Ware,Each,Each,5.218
Expenses,C/W 11550387 Club Jug 5 oz,Equipments,Small Ware,Small Ware,Each,Each,3.916
Expenses,C/W 11550501 Plate 37.5cm,Equipments,Small Ware,Small Ware,Each,Each,10.913
Expenses,C/W 11550522 Plate Freestyle 15.5 cm,Equipments,Small Ware,Small Ware,Each,Each,3.106
Expenses,C/W 11550524 Bowl 18cm,Equipments,Small Ware,Small Ware,Each,Each,3.967
Expenses,C/W 11550525 Bowl 13cm,Equipments,Small Ware,Small Ware,Each,Each,2.622
Expenses,C/W 11550550 Rectangle One 27 x 16.75 cm,Equipments,Small Ware,Small Ware,Each,Each,7.667
Expenses,C/W 11550553 Square One 27 x 27 cm,Equipments,Small Ware,Small Ware,Each,Each,11.34
Expenses,C/W 11550556 Rectangle Three 33x19 cm,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,C/W 11550557 Pourer 8.5cl,Equipments,Small Ware,Small Ware,Each,Each,3.249
Expenses,C/W 11550566 Coupe Plate 25.25 cm,Equipments,Small Ware,Small Ware,Each,Each,3.516
Expenses,C/W 11550568 Coupe Plate 15.25 cm,Equipments,Small Ware,Small Ware,Each,Each,1.57
Expenses,C/W 11550575 Taste Dip 6.5 x 6.5 cm,Equipments,Small Ware,Small Ware,Each,Each,1.885
Expenses,C/W 11550592 Quench Mug 25.5 cl,Equipments,Small Ware,Small Ware,Each,Each,2.64
Expenses,C/W 11550841 Salt Shaker,Equipments,Small Ware,Small Ware,Each,Each,3.166
Expenses,C/W 11550842 Pepper Shaker,Equipments,Small Ware,Small Ware,Each,Each,3.166
Profit Contribution,Cabbage red ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.45
Profit Contribution,Cabbage white,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.25
Expenses,cabinet ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,cabinet two door ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Cadbury Cocoa Powder 250 GM,Food,Condiments,Chocolates,Kilogram,Kilogram,6.61
Expenses,Cake Display (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Calamari,Food,Fresh Food,Fresh Fish,Kilogram,Kilogram,0
Expenses,Calculator (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Callebaut Dark Chocolate,Food,Condiments,Chocolates,Kilogram,Kilogram,3.6
Profit Contribution,Callebaut Milk Chocolate,Food,Condiments,Chocolates,Kilogram,Kilogram,0
Expenses,can opener ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,can opener (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Cans 7up 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.175
Profit Contribution,Cans Diet 7up 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.19
Profit Contribution,Cans Diet Pepsi 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.19
Profit Contribution,Cans M/Citrus 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.138
Profit Contribution,Cans M/Orange 355 ML,Beverage,POS Beverage,Canned Drinks,Each,Each,0.19
Profit Contribution,Cans Pepsi 355 Ml,Beverage,POS Beverage,Canned Drinks,Each,Each,0.175
Profit Contribution,Capers,Food,Canned Foods,Pickles,Kilogram,Kilogram,0
Profit Contribution,Capilano Honey SQ Pet Jar 1 kg,Food,Condiments,Other Condiments,Kilogram,Kilogram,3.625
Profit Contribution,Carciofi A Spicchi ( Artichoke ) In Oil,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,0
Expenses,card Holder (Monkeyman) (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Carrot,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.35
Profit Contribution,Carrot Sauce For Carrot Cake Prep 480 GM (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.427
Expenses,Cash Drawer (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Cash Register Roll Emigo-80x80 Thermal,General,Others,Others,Each,Each,0.46
Expenses,Cash Register Roll NCR 76X70,General,Others,Others,Each,Each,0.24
Expenses,casserole 21x23mm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,casserole 29x17mm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,casserole 33x10mm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,casserole 33x13mm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,casserole 42x19mm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,casserole 51x48mm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Catering Bread Oven,Assets,Store Asstets,Store Assets,Each,Each,668.775
Expenses,Catering Charcol Grill ,Assets,Store Asstets,Store Assets,Each,Each,536.194
Expenses,Catering Saj Bread Oven,Assets,Store Asstets,Store Assets,Each,Each,178.225
Profit Contribution,caulifawer ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.4
Profit Contribution,Celery   ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.3
Profit Contribution,celery ( Dont Use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.5
Expenses,Chafing Dish 1 Set,Assets,Catering Equipment,Catering,Each,Each,0
Expenses,Chair Black with Arm (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Chair Black without Arm (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Chair Brown with Arm (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Chair Cushions (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Chairs  (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Chairs (White) (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,charcoal container ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Charcol Bag 15 KG,Food,Condiments,Other Condiments,Kilogram,Kilogram,0.375
Profit Contribution,Charcol Fiber Box 10KG,Food,Condiments,Other Condiments,Kilogram,Kilogram,0.35
Profit Contribution,Chedder Cheese,Food,Dairy,Cheese,Kilogram,Kilogram,4.295
Profit Contribution,Cheese Burak Prep 12 pcs (PA) dont use,Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.486
Profit Contribution,Cheese Burak Prep 185 pcs (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.086
Profit Contribution,Cheese Kunafa Prep 1 portion (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.838
Profit Contribution,Chestnut Lebanese,Food,Condiments,Nuts,Kilogram,Kilogram,0.818
Profit Contribution,Chic Breast Iqf-Raw (6oz) frozen,Food,Frozen,Frozen Chicken,Kilogram,Kilogram,1.498
Profit Contribution,Chicken Breast 5 Oz Iqf frozen,Food,Frozen,Frozen Chicken,Kilogram,Kilogram,1.177
Profit Contribution,"Chicken Breast B/L , S/L (China) frozen",Food,Frozen,Frozen Chicken,Kilogram,Kilogram,1.15
Profit Contribution,Chicken Breast b/less fresh,Food,Fresh Food,Fresh Chicken,Kilogram,Kilogram,4.033
Profit Contribution,Chicken For Staff,Food,Frozen,Frozen Chicken,Kilogram,Kilogram,0.856
Profit Contribution,Chicken Leg- B/L S/L frozen,Food,Frozen,Frozen Chicken,Kilogram,Kilogram,1.322
Profit Contribution,Chicken Legs For Butter Chicken Marinated 1kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.737
Profit Contribution,Chicken legs fresh,Food,Fresh Food,Fresh Chicken,Kilogram,Kilogram,1.475
Profit Contribution,Chicken liver fresh,Food,Fresh Food,Fresh Chicken,Kilogram,Kilogram,3.458
Profit Contribution,chicken Liver Prep 1 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.582
Profit Contribution,Chicken Stock Cubes,Food,Condiments,Spices,Kilogram,Kilogram,2.976
Profit Contribution,Chicken Stock Powder,Food,Condiments,Spices,Kilogram,Kilogram,2.924
Profit Contribution,Chicken Tender Prep 1 Portion (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.684
Profit Contribution,Chicken Waste ,Food,Fresh Food,Fresh Chicken,Kilogram,Kilogram,0
Profit Contribution,Chicken Wings Prep 1.250 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.895
Profit Contribution,Chickpeas 12/14 mm 25kg,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.648
Profit Contribution,Chili red,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,2.5
Expenses,chiller  Berjaya 4 door ( prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller a no 3 (sweet) ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller Berjaya 6 door (vegetable) ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller Berjaya no 2 (salad) ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller no 9 (jocaters) ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Chiller Under Counter 1 Door ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller under counter 3 doors ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller under counter Berjaya ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller under counter no 4 ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,chiller up right  no 5 berja ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Chinese soup strainer (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Chives,Food,Fruits & Vegetables,Fresh Herbs,Each,Each,1.2
Profit Contribution,Chocolate Sauce 680 gm,Food,Condiments,Chocolates,Liter,Liter,2.43
Profit Contribution,Chtoura Rose Syrup 0.600 ML,Food,Condiments,Syrups,Liter,Liter,2.159
Profit Contribution,Cinnamon Stick Normal Size,Food,Condiments,Spices,Kilogram,Kilogram,1.905
Profit Contribution,Citruss Tea Bag,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.011
Profit Contribution,CIVES,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.2
Expenses,Clay Bowl 15 cm,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Clay Bowl 9 cm,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Clay Plate 19.50 cm,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Clear Cup 1 oz W/Clear L 20X100 pcs,General,Packaging,Packaging,Each,Each,0.014
Expenses,Clear Cup 2 oz W/CLEAR LI 1X2000 PCS,General,Packaging,Packaging,Each,Each,0.008
Expenses,Clear Salad Bowl (12. OZ) 1X300,General,Packaging,Packaging,Each,Each,0.058
Expenses,Clear Salad Bowl (16 OZ ) SMALL,General,Packaging,Packaging,Each,Each,0.047
