article_type,name,over_group_id,major_group_id,item_group_id,base_unit,store_unit,purchase_price
Profit Contribution,Jameed Jordan,Food,Dairy,Dairy Others,Kilogram,Kilogram,6.792
Profit Contribution,Jarrish 1 KG,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.525
Profit Contribution,Jasmin Rice ( for staff ),Food,Pasta & Grain,Rice,Kilogram,Kilogram,0.325
Profit Contribution,JUICE APPLE PRM 300ML,Beverage,POS Beverage,Bottled Juices,Each,Each,0.202
Expenses,Juice Dispenser 5 Ltr,Assets,Catering Equipment,Catering,Each,Each,0
Expenses,Juice Dispenser 8 Ltr,Assets,Catering Equipment,Catering,Each,Each,0
Expenses,Juice Glass,Equipments,Small Ware,Small Ware,Each,Each,0.19
Expenses,Juice Squeezer Machine (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,204.741
Profit Contribution,K 2 Bread Improver 1 kg,Food,Condiments,Baking Items,Kilogram,Kilogram,1.7
Profit Contribution,Kabab Chicken Prep 17.100 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.261
Profit Contribution,Kabab halabi Prep 19.2 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.334
Profit Contribution,Kabsah Rice 1.1 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.623
Profit Contribution,Karaja Chana Dal ,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.476
Profit Contribution,Kebbeh Cheese 1 Pcs (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.056
Profit Contribution,Kebeh Borghol 1 pc (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.074
Profit Contribution,Kebeh Borghol 1 pc (PA) DONT USE,Food,Sub Recepies,Sub Reciepes,Each,Each,0.074
Profit Contribution,Kebeh Borghol 4 pcs (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.313
Profit Contribution,Kebeh Filling 6.500 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,3.23
Expenses,Kentuky Mop Head,General,Packaging,Packaging,Each,Each,1.33
Expenses,Kentuky Mop Head S,General,Packaging,Packaging,Each,Each,3.8
Expenses,Key board (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,King Scallops - U.S. (U/10),Food,Frozen,Frozen Fish,Kilogram,Kilogram,0
Expenses,kitchen Cloth,General,Others,Others,Each,Each,0.19
Profit Contribution,Kiwi  ,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,1.2
Profit Contribution,Kiwi Frozen,Food,Frozen,Frozen Fruits,Kilogram,Kilogram,0
Profit Contribution,Kiwifruit,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,0
Expenses,knife blue ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,knife green 27 cm ( Gold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Knife magnet Holder ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,knife red ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Knife Wall magnet ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,knife white 22 cm ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,knife yellow ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Knorr Corn Oil,Food,Condiments,Oils,Liter,Liter,0.722
Profit Contribution,Knorr Demi Glace,Food,Condiments,Spices,Kilogram,Kilogram,0
Profit Contribution,Knorr Frying Solution Oil 17.5,Food,Condiments,Oils,Liter,Liter,0.533
Profit Contribution,Knorr Hollandice Sauce 1LTR,Food,Dairy,Dairy Others,Liter,Liter,4.025
Profit Contribution,Knorr Seasoning shesh Tawook Mix,Food,Condiments,Spices,Kilogram,Kilogram,3.334
Expenses,Kunafa Burner 3 Burners,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,kunafa stove ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Kunafa Wooden Base,Assets,Catering Equipment,Catering,Each,Each,0
Profit Contribution,kusa baby marrow,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.5
Profit Contribution,Labanah Areesh Prep 1.185 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.557
Profit Contribution,Labanah Home Made Prep 2.100 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.786
Expenses,ladle mfstolo soup spoon cm0.9 L.33 Lt.020 (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,ladle tube handle 11970-14 (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Lady Finger,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.85
Profit Contribution,Lahm Bel Ajeen Meat Prep 1 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.552
Profit Contribution,Lamb Back,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,2.5
Profit Contribution,Lamb Chob,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,2.7
Profit Contribution,Lamb Chop Prep 1 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.828
Profit Contribution,lamb fat,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,2.6
Profit Contribution,lamb meat,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,2.5
Expenses,Lamp Shade (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,LD Transperrent Bag 8*12,Food,Condiments,Other Condiments,Kilogram,Kilogram,1.1
Profit Contribution,Leb Labneh w Olive Oil,Food,Dairy,Dairy Others,Kilogram,Kilogram,4
Profit Contribution,Lebanese Bread,Food,Consumables,Bread,Each,Each,0.02
Profit Contribution,Leeks,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.6
Profit Contribution,Lemon fresh,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.5
Profit Contribution,Lemon Grass ,Food,Fruits & Vegetables,Fresh Herbs,Kilogram,Kilogram,0.667
Profit Contribution,lemon salt 1kg,Food,Condiments,Other Condiments,Kilogram,Kilogram,1.738
Profit Contribution,Lentil Soup Prep 5.500 ltr (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,0.196
Expenses,Lid (5015),General,Packaging,Packaging,Each,Each,0.014
Expenses,Lid (5130),General,Packaging,Packaging,Each,Each,0.043
Expenses,Light Bulb (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Lime,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0
Expenses,linnyu ladle sauce (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Lip.ENG:B/FAST STRONG PYMD 25S,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.043
Profit Contribution,LIPTON CAMMOMILE 30S PYRAMID,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.05
Profit Contribution,LIPTON EARL GREY 25S PYRAMID,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.057
Profit Contribution,LIPTON ENV CAMOMILE HONEY 30S,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.065
Profit Contribution,LIPTON ENVP FOREST FRUITS 25S,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.077
Profit Contribution,Lipton Lemon Tea Bag 25s,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.057
Profit Contribution,LIPTON MINT T/BAG 30S PYRAMID,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.053
Profit Contribution,LIPTON PURE BLACK CEYLON 25S,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.057
Profit Contribution,LIPTON PURE GT TEA BAGS 20S,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.022
Profit Contribution,Lipton Rosehip T/BAG 25s,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.057
Expenses,Lipton Tea Display Box (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Lipton Yellow YLTP,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.015
Profit Contribution,loacker loackini,Food,Dairy,Youghurt,Kilogram,Kilogram,0
Expenses,Log book (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Lollo Rosa (holen) lettuce,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,3.5
Profit Contribution,long Chilli Fresh ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.57
Expenses,Long Handle Dust Pan,General,Others,Others,Each,Each,7.5
Profit Contribution,long Lettuce,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.65
Expenses,long table stainless steel ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Lotus Butter,Food,Condiments,Baking Items,Kilogram,Kilogram,6.238
Profit Contribution,Lotus Caramalised Biscuit 1 KG,Food,Condiments,Baking Items,Kilogram,Kilogram,3.767
Expenses,Low Chair,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Low Pressure Regulator (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,MAEKRUA OYSTER SAUCE 600 ML,Food,Condiments,Syrups,Liter,"Bottle 0,1l",1.583
Profit Contribution,Mafrokeh Pistachio Dough 0.385 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,4.164
Profit Contribution,Maftool,Food,Pasta & Grain,Grain,Kilogram,Kilogram,2
Expenses,magnet for knife ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Mango ,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,1.1
Profit Contribution,Mango Frozen,Food,Frozen,Frozen Fruits,Kilogram,Kilogram,0
Profit Contribution,Mansaf Rice Prep 11.2 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.453
Profit Contribution,Mansaf Yoghurt Sauce Prep 5.500 ltr (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,1.516
Profit Contribution,mara arborio rice,Food,Pasta & Grain,Rice,Kilogram,Kilogram,2.181
Profit Contribution,Mara Sundried Tomato in oil 2.9KG,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,3.812
Profit Contribution,Marai Fresh Milk,Food,Dairy,Milk,Liter,Liter,0.368
Profit Contribution,Marai Yoghurt ,Food,Dairy,Dairy Others,Kilogram,Kilogram,0.75
Profit Contribution,Marie Buescuit,Food,Condiments,Baking Items,Kilogram,Kilogram,1.762
Expenses,Marki Dishwash 30 LT,General,Others,Others,Liter,Liter,0.183
Profit Contribution,Marshmallow,Food,Condiments,Other Condiments,Kilogram,Kilogram,2.698
Profit Contribution,Masafi Mineral Water 330 Ml,Beverage,POS Beverage,Bottled Water,Each,Each,0.075
Profit Contribution,masafi minral water 1.5 L,Beverage,POS Beverage,Bottled Water,Each,Each,0.15
Profit Contribution,MASHMOLA CHEESE,Food,Dairy,Cheese,Kilogram,Kilogram,3.182
Profit Contribution,Mastekah,Food,Condiments,Herbs,Kilogram,Kilogram,100
Expenses,Maxi Roll Holder White,Equipments,Small Ware,Small Ware,Each,Each,18
Expenses,Maxiroll Auto Cut,General,Packaging,Packaging,Each,Each,0.792
Expenses,Mbm dishwasher (Bar Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,mcvities biscuits,Food,Condiments,Dry Food,Kilogram,Kilogram,0
Expenses,measuring 1/4  tea spoon ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,measuring half tea 1/2 spoon ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,measuring table spoon 1 ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,measuring tea spoon 1 ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Meat intestine (Sausage),Food,Fresh Food,Fresh Meat,Each,Each,0.95
Profit Contribution,Meat Safeha Prep 1.90 kg (meat only ) (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.593
Profit Contribution,Meat Sambosa 1 Pcs (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.138
Expenses,meat saw ( Butchery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Meat Waste,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,0
Expenses,medium bowl ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Medium Cooper Bowl,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,medium table stainless steel ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Menu (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Menu Display Touch Screen (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Merch Areesh Orange Oolong 250 GM,Merchandise,Merchandise,Merchandise,Each,Each,8.622
Profit Contribution,Merch Areesh Rose Green Tea 200 GM ,Merchandise,Merchandise,Merchandise,Each,Each,5.614
Profit Contribution,Merch Areesh Spiced Chai 500 GM,Merchandise,Merchandise,Merchandise,Each,Each,17.245
Profit Contribution,Merch Areesh Tranquili Tea 250 GM,Merchandise,Merchandise,Merchandise,Each,Each,8.622
Profit Contribution,Merch Coffee Cup With Color Only 1 pc,Merchandise,Merchandise,Merchandise,Each,Each,0.668
Profit Contribution,Merch Coffee Cup With Platinum Color set of 6 pcs,Merchandise,Merchandise,Merchandise,Each,Each,9.09
Profit Contribution,Merch Platinum Isteakana 701329 set 6 pcs,Merchandise,Merchandise,Merchandise,Each,Each,13.529
Profit Contribution,Merch Platinum Mug Set of 3 pcs,Merchandise,Merchandise,Merchandise,Each,Each,9.772
Profit Contribution,Merch Sugar Caddie,Merchandise,Merchandise,Merchandise,Each,Each,4.411
Profit Contribution,Merch Teabox 1 pc,Merchandise,Merchandise,Merchandise,Each,Each,16.336
Profit Contribution,Merch Teapot 1 pc,Merchandise,Merchandise,Merchandise,Each,Each,16.657
Profit Contribution,Merch Tray 1 pcs,Merchandise,Merchandise,Merchandise,Each,Each,13.128
Profit Contribution,Merch White Berry Delight Tea 250 GM ,Merchandise,Merchandise,Merchandise,Each,Each,7.018
Expenses,Micro Cash POS (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Micro Tab (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Micros Printer ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Micros Printer ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Micros Printer ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Micros Tablet Charger (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,microwave menumaster ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,microwave Panasonic ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Mihyawa,Food,Condiments,Spices,Liter,Liter,2.786
Profit Contribution,milk fish,Food,Frozen,Frozen Fish,Kilogram,Kilogram,0.45
Profit Contribution,MILK POWDER 25KG ( Dont Use ),Food,Dairy,Milk,Liter,Liter,1.7
Profit Contribution,Millac Gold Cream,Food,Dairy,Cream,Liter,Liter,1.25
Expenses,minced machine ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Mini Kebbeh Burgul 1 Pcs (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.048
Profit Contribution,Mini Kebbeh Cheese 1 Pcs (PA),Food,Sub Recepies,Sub Reciepes,Each,Each,0.033
Profit Contribution,Mint Leaves,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,2.5
Profit Contribution,Mira Black Olive Slice 1.4 KG,Food,Canned Foods,Olives,Kilogram,Kilogram,1.808
Profit Contribution,Mira Green Olive Slice 1.4 KG,Food,Canned Foods,Olives,Kilogram,Kilogram,2
Expenses,mixing bowl stainless 21mm ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,mixing bowl stainless 24mm ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,mixing bowl stainless 27mm ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,mixing bowl stainless 32mm ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,mixing bowl stainless 39mm ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Mob Box ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Mob Sink,Assets,Store Asstets,Store Assets,Each,Each,0
Profit Contribution,Mohalabia Prep 1.400 kg (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.141
Profit Contribution,Mohalabia Prep 1.450 kg (PA) Dont Use,Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,0.675
Profit Contribution,Mongo Seed,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.633
Expenses,Mouse (Recieption Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Mozarella Block,Food,Dairy,Cheese,Kilogram,Kilogram,1.957
Expenses,Muffin Tray ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Mug Set of 3 (Wall Display),Assets,Dining Assets,Dining Assets,Each,Each,0
Profit Contribution,Muhammara Nuts Prep 1.500 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.85
Profit Contribution,Mushataha Filling 0.250 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,2.972
Profit Contribution,mushrom 500 gm (dont use ),Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.35
Profit Contribution,Mushroom fresh ,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,2.4
Profit Contribution,Mushroom Sauce For Veal Cutlet 1.400 LTR (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,1.517
Profit Contribution,MUSHROOM WHOLE 400GM G/FOODBRAND,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,0
Profit Contribution,Mussels-Half Shell,Food,Frozen,Frozen Fish,Kilogram,Kilogram,0
Profit Contribution,Mustered Sauce For  Shrimp Salad 250 ML (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,0.437
Profit Contribution,Mutabbal Areesh Prep 1.800 KG (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.294
Profit Contribution,Mutabbal Prep 1.500 kg (PA),Food,Sub Recepies,Sub Reciepes,Kilogram,Kilogram,1.069
Profit Contribution,MY DRY FIGS 5x2 KG,Food,Condiments,Dry Food,Kilogram,Kilogram,0
Profit Contribution,MY HOT CHILLI PASTE 1900 GM,Food,Canned Foods,Paste,Kilogram,Kilogram,1.212
Profit Contribution,MY SEMOLINA 750 G NO 0,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.333
Expenses,Naganag Bowl,Equipments,Small Ware,Small Ware,Each,Each,0
Profit Contribution,Najjar Coffee Clasic 200 GM,Beverage,POS Beverage,Coffee & Tea,Kilogram,Kilogram,7.975
Expenses,Napkin Bulk Pack 250 Pcs for toilet,General,Packaging,Packaging,Each,Each,0.001
Profit Contribution,Natural Red Lintle Split 1 KG,Food,Pasta & Grain,Grain,Kilogram,Kilogram,0.444
Profit Contribution,Nescafe Arabiana Sachet,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.344
Profit Contribution,Nescafe My Cup 3in1 20 GM,Beverage,POS Beverage,Coffee & Tea,Each,Each,0
Expenses,Nescafe R/MUG ,General,Others,Others,Kilogram,Kilogram,11.19
Profit Contribution,Nescafe Red Mug Sachet 1.8 GM,Beverage,POS Beverage,Coffee & Tea,Each,Each,0.066
Expenses,New Desert Fork,Assets,Dining Assets,Dining Assets,Each,Each,0.46
Expenses,New Desert Spoon,Assets,Dining Assets,Dining Assets,Each,Each,0.113
Expenses,New Dining Fork,Assets,Dining Assets,Dining Assets,Each,Each,0.113
Expenses,New Dining Knife,Assets,Dining Assets,Dining Assets,Each,Each,0.113
Expenses,New Dining Spoon,Assets,Dining Assets,Dining Assets,Each,Each,0.113
Profit Contribution,New Sauce Butter Chicken 2.2 KG (PA),Food,Sub Recepies,Sub Reciepes,Liter,Liter,1.348
Profit Contribution,New Veal Cutlet Prep 1 Portion (PA),Food,Sub Recepies,Sub Reciepes,Portion,Portion,0.531
Profit Contribution,Nezo salt,Food,Condiments,Other Condiments,Kilogram,Kilogram,0.25
Expenses,Noodle Bowl 5 Pcs,General,Packaging,Packaging,Each,Each,0.095
Profit Contribution,Noodles,Food,Condiments,Dry Food,Kilogram,Kilogram,1.211
Profit Contribution,Nutella Chocolate,Food,Condiments,Chocolates,Kilogram,Kilogram,3.67
Expenses,nuts container drawer ( Cold ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Nutty Maker,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Oil Filter ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,OKRA,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,1.4
Expenses,Old Dessert Fork,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Serving Forks,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Serving Knifs,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Serving Spoons,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Small Forks,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Small Knifs,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Small Spoons,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,Old Tea Spoons,Equipments,Small Ware,Small Ware,Each,Each,0
Profit Contribution,Olive Oil,Food,Condiments,Oils,Liter,Liter,1.8
Expenses,Olive Oil Bottle,Equipments,Small Ware,Small Ware,Each,Each,0
Expenses,ome piece spoon 38cm (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,ome plece meat fork 3 prongs (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,ome plece per forafed spatula 8x9.5 (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,ome plece skimmer 9cm-26L (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Orange Blossom ,Food,Condiments,Syrups,Liter,Liter,2.083
Profit Contribution,Orange Egypt ( Dont Use ),Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,0.4
Profit Contribution,Orange For Juice,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,0.45
Expenses,order holder ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Oval  Wooden Bowl,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,Oval Tay (Dining Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,oven container aluminum,Assets,Store Asstets,Store Assets,Each,Each,0
Expenses,oven container aluminum ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Oven Mob ( Bakery ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Oven Tray Wooden Base,Assets,Store Asstets,Store Assets,Each,Each,0
Profit Contribution,P/Zara Macaroni Coloured,Food,Pasta & Grain,Pasta,Kilogram,Kilogram,1.04
Profit Contribution,Padano Parmesan Cheese,Food,Dairy,Cheese,Kilogram,Kilogram,8.5
Expenses,paderno soup spoon 11983-38 (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Pakmaya Yeast 20x500 Gm,Food,Condiments,Baking Items,Kilogram,Kilogram,1.881
Profit Contribution,Panco Bread Crumbs,Food,Consumables,Bread,Kilogram,Kilogram,1.81
Expenses,PAper Bag White ( 41*33*1 ) Handle,General,Packaging,Packaging,Each,Each,0.104
Expenses,Paper Bag White NO#10 SMALL,General,Packaging,Packaging,Kilogram,Kilogram,1.969
Expenses,Paper Bag White NO#20,General,Packaging,Packaging,Kilogram,Kilogram,1.04
Expenses,Paper Box Plain Boat 1X500 pcs,General,Packaging,Packaging,Each,Each,0.103
Expenses,Paper Foil Wrap - Silver,General,Packaging,Packaging,Each,Each,0.029
Expenses,Paper Hot Cup 9 OZ ,General,Packaging,Packaging,Each,Each,0.009
Expenses,paper napkin 33*33 2ply,General,Packaging,Packaging,Each,Each,0.004
Expenses,Paper Napkin 40*40 PLY,General,Packaging,Packaging,Each,Each,0.004
Expenses,"Paper Plate 9""RD",General,Packaging,Packaging,Each,Each,0.009
Profit Contribution,Paper Soup Bowl Cup,Food,Condiments,Other Condiments,Each,Each,0.1
Profit Contribution,Paprika Powder Grade A ( Sweet ),Food,Condiments,Spices,Kilogram,Kilogram,3.81
Profit Contribution,Parmesan Cheese ,Food,Dairy,Cheese,Kilogram,Kilogram,10
Expenses,parrillas (fish) ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,parrillas 37x26cm ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,parrillas 40x30cm ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Parsley,Food,Fruits & Vegetables,Fresh Vegetables,Kilogram,Kilogram,0.9
Expenses,pasta machine ( Prep ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Pasta Penne ,Food,Pasta & Grain,Pasta,Kilogram,Kilogram,1.895
Profit Contribution,PASTRY PLAIN SHEET 550GM TEE YIH JI BRAND borak,Food,Condiments,Baking Items,Kilogram,Kilogram,1.69
Expenses,Patio Heaters Glass (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Patio Heaters Glass Cylinder (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Patio Heaters Top flame (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,Patio Heaters Top flame Cylinder (Outside Area),Assets,Dining Assets,Dining Assets,Each,Each,0
Expenses,PB Brown square Bottom 20X12X37cm 500 pcs,General,Packaging,Packaging,Each,Each,0.06
Profit Contribution,Peach Fresh,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,1.2
Profit Contribution,Pear,Food,Fruits & Vegetables,Fresh Fruits,Kilogram,Kilogram,1.2
Profit Contribution,Peeled Tomatoes,Food,Canned Foods,Canned Vegetables,Kilogram,Kilogram,0.467
Expenses,pepper container plastic ( BBQ ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Pepperoni,Food,Fresh Food,Fresh Meat,Kilogram,Kilogram,7.61
Expenses,Pepsi chiller ( Hot ),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Profit Contribution,Perrier 330 ML,Beverage,POS Beverage,Bottled Water,Each,Each,0.406
Expenses,perto rated spoon stainless  (Dishwasher),Assets,Kitchen Assets,Kitchen Assets,Each,Each,0
Expenses,Pet Clear Cup 12 oz 20x50 Pcs,General,Packaging,Packaging,Each,Each,0.021
Expenses,Pet Clear Cup 160z,General,Packaging,Packaging,Each,Each,36
Profit Contribution,phelo pastry Karama,Food,Condiments,Baking Items,Kilogram,Kilogram,1.652
